examId,topicId,type,difficulty,source,sourceYear,content_json,explanation
upsc-prelims,environment,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which biome receives the least annual rainfall?"", ""options"": [""Taiga"", ""Desert"", ""Grassland"", ""Tropical Rainforest""], ""correct_options"": [1] }",Deserts are defined by their extremely low annual rainfall.
upsc-prelims,environment,mcq,easy,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The national bird of India is?"", ""options"": [""Peacock"", ""Eagle"", ""Parrot"", ""Crane""], ""correct_options"": [0] }",The Indian Peafowl (Peacock) is the national bird of India.
upsc-prelims,current-affairs,mcq,medium,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The Sustainable Development Goals (SDGs) were adopted in which year?"", ""options"": [""2010"", ""2012"", ""2015"", ""2018""], ""correct_options"": [2] }",The SDGs were adopted by all UN Member States in 2015 as part of the 2030 Agenda.
upsc-prelims,current-affairs,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which organization publishes the 'Human Development Report'?"", ""options"": [""World Bank"", ""IMF"", ""UNDP"", ""WHO""], ""correct_options"": [2] }",The United Nations Development Programme (UNDP) publishes the annual Human Development Report.
upsc-prelims,modern-history,mcq,easy,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The Battle of Talikota (1565) was fought between which empires?"", ""options"": [""Mughal and Maratha"", ""Vijayanagara and Deccan Sultanates"", ""Delhi and Jaunpur"", ""Akbar and Rana Pratap""], ""correct_options"": [1] }",The Battle of Talikota was between the Vijayanagara Empire and the Deccan Sultanates.
upsc-prelims,modern-history,mcq,medium,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which empire is known for its significant contributions to Sanskrit literature?"", ""options"": [""Mughal"", ""British"", ""Gupta"", ""Mauryan""], ""correct_options"": [2] }",The Gupta Empire is renowned as the Golden Age of Sanskrit literature.
upsc-prelims,modern-history,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The concept of 'Chakravartin' was first mentioned in which text?"", ""options"": [""Mahabharata"", ""Rigveda"", ""Arthashastra"", ""Bhagavad Gita""], ""correct_options"": [2] }",The concept of 'Chakravartin' appears in the Arthashastra by Kautilya.
upsc-prelims,geography,mcq,easy,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The Prime Meridian passes through which city?"", ""options"": [""Paris"", ""Greenwich"", ""Berlin"", ""Madrid""], ""correct_options"": [1] }",The Prime Meridian (0° longitude) passes through Greenwich in London.
upsc-prelims,geography,mcq,medium,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which ocean is the smallest?"", ""options"": [""Atlantic"", ""Indian"", ""Arctic"", ""Southern""], ""correct_options"": [2] }",The Arctic Ocean is the smallest ocean in the world.
upsc-prelims,geography,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The fjords are characteristic of which country's coastline?"", ""options"": [""Iceland"", ""Sweden"", ""Norway"", ""Finland""], ""correct_options"": [2] }",Norway is famous for its fjords along its coastline.
upsc-prelims,polity,mcq,easy,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Who is the current Vice President of India?"", ""options"": [""M. Venkaiah Naidu"", ""Jagdeep Dhankar"", ""Hamid Ansari"", ""Mohammadu Mulla""], ""correct_options"": [1] }",Jagdeep Dhankhar is the current Vice President of India.
upsc-prelims,polity,mcq,medium,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The Indian penal code was adopted in which year?"", ""options"": [""1850"", ""1860"", ""1872"", ""1880""], ""correct_options"": [1] }",The Indian Penal Code was adopted in 1860 and came into force in 1862.
upsc-prelims,polity,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which commission is responsible for conducting elections in India?"", ""options"": [""Election Commission of India"", ""Central Election Authority"", ""National Election Board"", ""Federal Election Commission""], ""correct_options"": [0] }",The Election Commission of India (ECI) conducts elections at all levels.
upsc-prelims,economy,mcq,easy,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which committee is responsible for monetary policy in India?"", ""options"": [""Central Board of RBI"", ""Monetary Policy Committee"", ""Finance Ministry"", ""Cabinet""], ""correct_options"": [1] }",The Monetary Policy Committee (MPC) decides RBI's monetary policy.
upsc-prelims,economy,mcq,medium,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""What is the current repo rate in the RBI's monetary policy framework?"", ""options"": [""4.5%"", ""5.0%"", ""5.5%"", ""6.0%""], ""correct_options"": [3] }",The current repo rate is 6.5% as of recent RBI decisions.
upsc-prelims,economy,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which index measures the health of India's stock market?"", ""options"": [""SENSEX"", ""NIFTY"", ""Both SENSEX and NIFTY"", ""Bombay Exchange""], ""correct_options"": [2] }",Both SENSEX and NIFTY are major stock indices of India.
upsc-prelims,science-tech,mcq,easy,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The electron was discovered by which scientist?"", ""options"": [""Ernest Rutherford"", ""J.J. Thomson"", ""Niels Bohr"", ""Albert Einstein""], ""correct_options"": [1] }",J.J. Thomson discovered the electron in 1897.
upsc-prelims,science-tech,mcq,medium,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""What is the process by which plants make their own food?"", ""options"": [""Respiration"", ""Digestion"", ""Photosynthesis"", ""Fermentation""], ""correct_options"": [2] }",Photosynthesis is the process by which plants convert sunlight into chemical energy.
upsc-prelims,science-tech,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The Nobel Prize in Physics in 2022 was awarded for discoveries in?"", ""options"": [""Quantum Mechanics"", ""Quantum Entanglement"", ""Laser Physics"", ""Particle Physics""], ""correct_options"": [1] }",The 2022 Nobel Prize in Physics was awarded for quantum entanglement discoveries.
upsc-prelims,environment,mcq,easy,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which gas constitutes about 78% of Earth's atmosphere?"", ""options"": [""Oxygen"", ""Nitrogen"", ""Carbon Dioxide"", ""Argon""], ""correct_options"": [1] }",Nitrogen makes up approximately 78% of Earth's atmosphere.
upsc-prelims,environment,mcq,medium,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The greenhouse gas with the highest global warming potential is?"", ""options"": [""Carbon Dioxide"", ""Methane"", ""Sulfur Hexafluoride"", ""Nitrous Oxide""], ""correct_options"": [2] }",Sulfur hexafluoride has the highest global warming potential among greenhouse gases.
upsc-prelims,environment,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which treaty replaced the Kyoto Protocol?"", ""options"": [""Paris Agreement"", ""Montreal Protocol"", ""Basel Convention"", ""Rio Declaration""], ""correct_options"": [0] }",The Paris Agreement of 2015 superseded the Kyoto Protocol.
upsc-prelims,current-affairs,mcq,easy,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""India hosts the headquarters of which international organization?"", ""options"": [""SAARC"", ""G20"", ""BIMSTEC"", ""IORA""], ""correct_options"": [0] }",India hosts the SAARC (South Asian Association for Regional Cooperation) headquarters.
upsc-prelims,current-affairs,mcq,medium,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which country recently joined the BRICS organization as a member?"", ""options"": [""Egypt"", ""Saudi Arabia"", ""United Arab Emirates"", ""All of the above""], ""correct_options"": [3] }",Multiple countries including Egypt, Saudi Arabia, and UAE joined BRICS in 2023.
upsc-prelims,current-affairs,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The Global Financial Crisis of 2008 was triggered by the collapse of which sector?"", ""options"": [""Technology"", ""Banking and Mortgage"", ""Automotive"", ""Real Estate Trading""], ""correct_options"": [1] }",The 2008 financial crisis was triggered by the collapse of the housing and banking sectors.
upsc-prelims,modern-history,mcq,easy,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The Maurya dynasty was founded by which emperor?"", ""options"": [""Chandragupta Maurya"", ""Ashoka"", ""Bindusara"", ""Samprati""], ""correct_options"": [0] }",Chandragupta Maurya founded the Mauryan Empire around 322 BCE.
upsc-prelims,modern-history,mcq,medium,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which Mughal emperor is known as the 'Great Akbar'?"", ""options"": [""Babar"", ""Humayun"", ""Akbar"", ""Jahangir""], ""correct_options"": [2] }",Akbar is known as 'Akbar the Great' due to his enlightened reign.
upsc-prelims,modern-history,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The Vedantic philosophy is primarily concerned with understanding?"", ""options"": [""Rituals"", ""Nature"", ""Ultimate reality (Brahman)"", ""Storytelling""], ""correct_options"": [2] }",Vedantic philosophy focuses on understanding Brahman or ultimate reality.
upsc-prelims,geography,mcq,easy,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The Maldives is located in which ocean?"", ""options"": [""Arabian Sea"", ""Bay of Bengal"", ""Indian Ocean"", ""Arabian Gulf""], ""correct_options"": [2] }",The Maldives is located in the Indian Ocean.
upsc-prelims,geography,mcq,medium,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which is the largest landlocked country in the world?"", ""options"": [""Kazakhstan"", ""Mongolia"", ""Afghanistan"", ""Nepal""], ""correct_options"": [0] }",Kazakhstan is the largest landlocked country in terms of area.
upsc-prelims,geography,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The Ring of Fire is associated with which geological phenomenon?"", ""options"": [""Volcanic activity"", ""Earthquakes"", ""Tsunamis"", ""All of the above""], ""correct_options"": [3] }",The Ring of Fire is characterized by active volcanism and frequent earthquakes.
upsc-prelims,polity,mcq,easy,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which article of the Constitution abolishes untouchability?"", ""options"": [""Article 14"", ""Article 15"", ""Article 16"", ""Article 17""], ""correct_options"": [3] }",Article 17 abolishes the practice of untouchability.
upsc-prelims,polity,mcq,medium,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""The Directive Principles of State Policy are enshrined in which Part?"", ""options"": [""Part II"", ""Part III"", ""Part IV"", ""Part V""], ""correct_options"": [2] }",The Directive Principles of State Policy are in Part IV of the Constitution.
upsc-prelims,polity,mcq,hard,Mock Test,2023,"{ ""type"": ""mcq"", ""text"": ""Which constitutional amendment abolished the right to property as a fundamental right?"", ""options"": [""42nd"", ""44th"", ""46th"", ""48th""], ""correct_options"": [0] }",The 44th Constitutional Amendment removed the right to property as a fundamental right.
